credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
561,1,0,48,1,102013.3630236489,1,0,0,133058.39429722674,1
635,0,0,27,7,127714.43435241432,1,1,1,152994.36236661923,1
661,0,0,43,3,0.0,2,1,0,115069.36303311818,1
590,1,0,26,8,113506.37162024187,1,0,0,197800.49576745514,1
570,1,0,34,4,136220.85533727315,1,0,0,113590.56693493399,1
740,1,1,52,6,116007.98244574899,1,0,0,156967.1788412747,1
766,1,1,56,4,151096.1605466925,1,1,0,46798.159759385926,1
549,0,0,68,4,0.0,1,0,0,130825.56337040557,1
630,0,1,41,4,151893.50802087638,1,0,0,34949.4167081535,1
585,1,0,24,1,133694.0823471455,1,1,0,17116.100222338373,1
727,0,0,40,9,105148.1838441723,1,1,1,121527.38484298125,1
729,0,0,42,4,0.0,1,0,0,113096.70979012757,1
668,1,0,47,2,97888.0383598252,1,0,0,111937.7043254173,1
630,1,0,59,1,105502.76561889543,1,0,0,89024.18036595525,1
627,1,0,42,6,130206.8420993317,1,1,0,46176.179095441184,1
568,0,1,56,6,0.0,1,0,0,107896.88533166806,1
579,0,1,39,1,121395.93818646327,1,0,0,161804.49573826528,1
596,0,0,56,7,0.0,1,0,1,13106.310740142562,1
709,1,0,45,4,93441.06288970182,1,1,0,7328.961224336981,1
554,1,0,49,3,121243.22770922155,1,1,0,117485.65894945648,1
768,0,0,49,0,0.0,1,1,0,53145.939528685085,1
517,1,0,58,7,154088.95341271066,1,1,0,101250.3597571226,1
620,1,0,55,5,104984.96611740773,1,0,0,87301.64941275385,1
593,1,0,49,5,130707.38512441952,1,0,0,185462.28155546435,1
669,0,0,44,4,141943.81633255386,1,0,1,111052.12146789703,1
691,1,0,63,1,169205.5804001335,1,0,0,85412.09004221202,1
714,0,0,52,5,115025.41915095333,1,0,0,191399.03237290372,1
779,1,0,48,4,0.0,2,0,0,123730.22358509111,1
596,0,0,48,1,123163.13995362478,1,0,0,180420.6031314399,1
583,0,1,44,6,126005.5589149885,1,0,0,64781.92168220918,1
625,2,0,30,2,34412.12025376206,1,1,0,102134.42853118338,1
649,0,1,49,5,59558.327510550276,1,0,0,167307.36863994686,1
601,0,0,52,7,95699.84910019381,1,1,0,108750.56635742099,1
676,0,1,42,3,131842.9748978856,1,0,0,101341.04639590513,1
706,0,1,52,3,153068.5928436531,1,1,0,126220.13531695484,1
648,0,1,57,5,0.0,1,1,0,149871.14934789782,1
444,1,0,49,3,117224.37071401591,1,1,0,42814.91944870542,1
582,2,1,31,7,0.0,1,0,0,94893.17367327248,1
558,0,1,40,2,95342.66255919401,1,0,0,198882.67258808477,1
658,1,0,38,7,114697.16103369046,1,1,1,106403.72623170193,1
599,1,0,44,3,112334.53008626943,2,1,1,104713.0486987665,1
706,1,1,33,3,88246.84007576718,1,0,1,187061.78941067978,1
658,0,1,44,5,69464.4412150569,1,1,0,128710.89308326623,1
730,1,0,37,3,82174.35501260917,2,0,0,10230.662156293305,1
528,0,0,39,4,172978.24516186086,1,0,0,51538.59972409604,1
740,0,0,41,9,112761.1201351758,1,1,1,118439.24635772851,1
666,1,0,54,3,97175.88159136687,1,1,0,151365.75904096777,1
695,2,0,56,9,169663.7641192109,1,1,0,33404.3940189012,1
732,1,0,45,5,98719.66151769808,1,1,0,81327.98388034689,1
610,0,0,58,5,0.0,1,1,0,49993.016219893194,1
670,1,1,55,1,0.0,3,1,0,187973.234702031,1
569,0,0,60,2,124137.78215204232,1,1,0,112207.50642465342,1
555,0,0,40,4,80620.46376749403,1,0,1,179177.41055516782,1
734,2,1,36,4,0.0,1,1,0,164106.5668193663,1
764,2,0,54,4,0.0,1,0,0,35628.648090185634,1
717,0,0,51,3,88714.97377244988,1,1,0,33708.894878808074,1
537,2,0,30,5,122945.40062759188,1,0,0,62354.68609060508,1
662,0,1,31,4,0.0,2,1,0,186689.0923058575,1
678,0,0,49,2,0.0,1,0,1,143940.5137633502,1
676,0,0,39,5,130006.79921581046,2,0,0,86265.74889098243,1
684,1,0,59,2,132939.5223481047,1,1,0,95586.68029913328,1
787,0,0,46,5,0.0,1,1,0,136854.13481928786,1
671,2,0,55,9,169931.8283049043,1,1,0,34111.29218762179,1
632,1,0,43,2,151563.92114050812,1,0,0,2353.8731227015383,1
610,1,0,69,5,113680.05338070382,1,1,0,108496.68975711352,1
597,0,0,44,8,23833.19164842756,1,0,1,169812.80930092695,1
641,1,1,57,7,0.0,1,0,0,198424.69524277817,1
715,1,0,54,5,110702.82060222788,2,0,0,140491.23826012004,1
692,0,0,44,6,0.0,1,1,0,68711.70179222907,1
724,1,1,42,3,177981.39748764987,2,0,0,15993.262551351672,1
697,1,0,52,7,95077.67982639471,1,0,0,70262.79015566148,1
517,0,0,52,9,0.0,2,0,0,169780.57472095088,1
719,0,0,46,3,109324.15649835143,1,0,0,27156.418060472566,1
738,0,1,39,6,137211.30253685714,2,1,0,26706.774675047003,1
661,1,1,42,2,179423.84364010842,1,0,0,29603.638153782427,1
547,0,1,47,5,0.0,1,0,0,190364.86969902233,1
556,1,1,35,3,145488.70173084177,1,1,0,57383.142841126006,1
601,0,1,47,0,118974.63378764068,1,0,0,77330.0404968218,1
741,0,0,40,1,130444.70093156114,1,1,0,164269.579943458,1
719,0,0,29,7,106228.58571512792,1,0,1,69892.88906628705,1
746,0,0,51,1,123343.20222181099,1,0,0,69593.69056138341,1
520,0,0,49,3,64114.33477103712,1,0,1,56591.20546500123,1
710,0,0,36,7,56383.813642700086,2,0,0,95389.70460815477,1
607,1,0,48,6,0.0,1,1,0,149927.3827752121,1
665,1,0,40,0,121062.10194655639,1,0,0,27510.93969127616,1
756,1,0,36,5,105789.83492452688,1,0,0,136888.94042888677,1
671,0,1,53,2,0.0,1,1,0,149636.93297026612,1
603,0,0,46,4,0.0,1,1,0,180429.8469259033,1
792,1,0,50,8,0.0,1,0,0,25450.155551642387,1
732,1,0,46,1,99851.90108020432,1,1,1,72906.03374518565,1
736,1,0,39,6,114925.92208412632,1,1,0,194930.1039975174,1
663,0,0,45,2,126393.55006252514,1,0,1,132594.72929227233,1
630,0,1,53,6,0.0,3,1,0,13775.256427220003,1
535,1,0,36,2,110233.34323788914,1,1,0,5455.547500119459,1
558,0,0,45,8,0.0,2,0,0,123223.27618293282,1
661,1,0,40,5,118632.01401176542,1,0,0,132554.94762157206,1
665,0,0,35,7,42378.37044488123,1,1,0,21964.107973512517,1
618,0,0,57,6,147184.74646739528,1,1,0,88412.96136738805,1
564,0,0,53,7,0.0,2,0,0,88280.68611380793,1
693,1,0,43,8,115562.52098383152,1,0,0,43225.60483722509,1
708,0,0,56,8,0.0,1,0,0,85573.56032679632,1
712,0,0,41,8,166420.78207949424,1,0,0,123023.22510974256,1
715,1,0,47,5,115411.03108604118,1,1,0,155092.3538351943,1
601,0,0,41,6,88781.01543073803,1,0,0,30045.187027495347,1
552,1,0,36,5,126545.0651103107,2,1,0,60856.70767436458,1
754,0,1,45,1,131713.46368989957,1,0,0,101816.3972819589,1
612,1,0,45,2,98294.82284842254,1,0,0,5306.641448406577,1
645,0,0,40,8,144352.06125556215,1,1,0,73975.7612737822,1
560,1,0,48,5,132285.14055186824,1,1,1,160156.62945119626,1
781,1,0,50,0,132904.95396430863,1,1,0,22151.948438711028,1
518,2,0,51,3,0.0,1,0,0,135812.86663989618,1
576,1,0,51,1,108862.56110465585,1,0,0,140791.5749173525,1
626,1,0,33,2,0.0,1,0,1,52140.517838068554,1
662,0,0,44,4,157573.9479966355,1,0,0,100917.31177442764,1
518,1,1,30,8,125862.54088400924,1,0,0,160254.51576283335,1
792,0,1,36,4,119854.51520035733,1,0,0,192328.96578064217,1
693,0,0,50,5,0.0,3,1,1,80147.78312616397,1
720,0,0,59,4,140355.63849608897,1,1,0,30096.235398126326,1
627,0,0,63,7,0.0,1,0,1,13177.354730178498,1
728,0,1,43,4,119213.90048988604,2,0,0,162306.98593430963,1
705,1,1,47,7,0.0,1,1,0,163251.70634214528,1
571,0,1,36,1,108372.35713738517,1,1,0,108916.58966500251,1
586,1,0,48,5,158068.09509505896,1,0,0,40063.30954703721,1
621,0,0,63,8,0.0,1,0,1,13178.110548913135,1
748,0,0,59,6,0.0,1,1,0,17977.84378473721,1
537,0,0,41,2,103421.46694991208,1,1,0,128450.3605793164,1
562,0,0,38,8,140266.44049935226,2,1,0,171524.638108206,1
548,1,1,50,1,143929.49446414976,1,1,0,2601.9107372124736,1
633,2,1,52,2,96800.82922666267,1,1,0,108040.56640659082,1
703,0,0,60,5,108021.63189677184,1,0,0,25266.93352654766,1
782,0,0,38,3,106567.45291382817,1,1,0,17770.79446920338,1
571,1,0,46,2,144280.01790195124,1,0,0,101883.6642191155,1
721,1,0,39,7,130272.90834622688,1,0,0,56717.96151141902,1
625,1,0,50,5,144418.2800423361,1,0,0,99209.68506031534,1
735,0,0,33,4,0.0,1,1,0,25830.80563868883,1
601,1,0,47,2,98382.70433952114,1,0,0,42517.12936215345,1
686,1,0,37,4,50122.09544034225,1,1,0,119078.12573424203,1
645,0,1,47,6,118672.39372791581,3,0,0,78573.16575576417,1
615,1,0,52,8,136763.7450129171,1,1,0,131690.5141252269,1
625,0,0,49,4,124617.2346554624,1,1,0,92318.4976006721,1
765,0,0,69,2,0.0,1,1,0,146868.8814946804,1
604,1,0,46,4,155514.51271416846,3,0,0,191694.58043836395,1
714,1,0,44,5,114225.1714493754,2,1,1,104682.02384528414,1
521,0,0,41,1,0.0,1,1,1,49575.99621808216,1
698,0,0,30,2,0.0,2,1,0,91831.97046177126,1
736,0,0,54,8,110086.63238750926,1,0,0,51669.735369320326,1
720,1,0,59,4,151629.43713359715,2,0,0,146518.3234683159,1
602,1,0,64,7,140616.72090064397,1,1,0,193355.4031228985,1
501,1,1,51,1,117748.2381740795,1,0,0,74764.58321994469,1
530,0,0,57,5,138606.5612177528,1,1,0,192759.21123215283,1
569,1,0,49,5,101496.74595565349,1,0,0,141527.57137578822,1
640,1,0,36,7,122007.13145870334,1,0,0,63309.97369006736,1
670,1,0,49,5,142527.0756521447,1,0,0,48864.80550508142,1
584,2,0,32,7,175189.55482293604,1,0,0,137629.1717468818,1
659,1,0,62,7,128896.12977740764,1,1,0,189559.4628945198,1
689,0,0,54,0,76308.22839346885,1,1,0,42357.392531750986,1
668,0,0,56,2,141711.24414617,1,1,0,31241.51032360279,1
635,0,1,43,5,82826.8226329302,1,1,0,181759.33040051255,1
622,1,0,54,6,118678.96288593032,3,0,0,135192.80282341104,1
619,2,0,45,4,97880.78188427724,1,0,0,5108.115139908659,1
519,0,0,51,2,156998.78825199782,1,1,0,118900.91778091215,1
588,1,0,46,8,116947.16403896347,2,0,0,135943.02956396862,1
524,1,1,46,6,120976.84856804198,2,1,1,39973.02126961836,1
792,0,0,45,6,118082.96125948276,2,1,0,162492.5543171567,1
766,1,0,56,8,93897.57987268655,1,0,0,29043.201216961024,1
638,1,0,51,2,140908.50498028751,1,1,0,190639.34880139487,1
598,1,1,56,3,148330.9216956389,1,1,0,68933.28732142833,1
456,0,0,42,6,161156.36103937187,1,0,0,169639.1603539608,1
583,1,0,35,6,130814.69169131355,1,0,0,9686.95537531244,1
603,1,0,44,9,103631.7387000126,1,1,0,132165.31014958167,1
606,0,1,40,3,0.0,1,1,0,20922.17923223014,1
577,0,0,46,8,133389.6624066914,1,1,0,132625.96287890323,1
590,1,0,50,2,154983.77810570248,2,0,1,191945.93640755556,1
607,1,0,50,3,126915.92040574634,2,0,0,112774.01215034982,1
660,1,0,49,4,126786.21128213475,1,1,0,139057.96302680188,1
544,0,0,57,2,106294.67270980406,3,1,0,128873.44321159055,1
691,0,1,43,5,128684.88183569329,2,0,0,184300.58356086165,1
515,0,0,45,2,117909.60563403583,1,1,0,87725.8442609507,1
716,0,0,44,8,155893.09970621046,1,0,0,89042.79455128287,1
582,1,0,46,8,107938.35992973564,2,1,0,63333.91406514049,1
710,0,0,46,5,108827.7362468882,1,1,0,27803.01947058771,1
702,2,0,57,9,169587.59992374163,1,1,0,33203.54536707542,1
679,1,0,40,4,95099.10245238188,1,0,1,116739.76302305696,1
725,1,0,38,8,135512.4773551004,2,1,0,85531.29723240905,1
654,0,1,47,2,147312.21443471807,1,0,0,156497.76959677273,1
626,0,0,44,3,133487.86470002946,1,0,0,34933.95247231756,1
606,1,1,55,3,154775.66744988874,1,0,1,116618.08715352653,1
717,1,0,51,1,99264.00096441622,1,1,1,72566.5752293537,1
575,1,0,60,7,133161.93794324793,1,0,0,168883.2295557283,1
649,0,1,32,1,182059.4399696477,2,0,1,38187.45640200652,1
618,0,0,43,5,0.0,1,0,0,152009.61891613234,1
522,0,0,43,3,0.0,1,0,0,146268.45416068827,1
670,0,0,44,5,0.0,2,0,0,102804.5317964266,1
646,0,1,32,6,146471.2511972409,1,1,0,63604.42153814727,1
597,1,0,42,3,135528.0221850408,2,0,0,150990.51192711905,1
721,0,0,36,8,101352.99952048558,1,0,0,25830.53766457913,1
622,1,0,32,9,105081.14145480466,1,0,1,29219.81423766313,1
693,1,0,47,7,88319.08644941209,1,1,0,119956.91910598266,1
616,1,1,30,7,108888.3230611815,1,0,0,179054.38844721054,1
686,0,0,53,7,0.0,1,1,1,147009.90907816993,1
788,0,0,29,9,0.0,1,1,0,19696.221299191377,1
644,0,0,48,3,93607.63981280409,1,0,1,139082.13740038843,1
700,0,0,33,3,152532.12937440383,1,0,0,176886.39938196228,1
695,1,0,38,7,108720.53477487213,1,1,0,42059.83964429539,1
611,1,1,42,1,97422.13075309171,1,1,0,39201.5901839416,1
642,1,1,45,9,152696.26589749314,1,1,0,122809.38353789743,1
680,0,0,46,1,0.0,1,1,1,177424.77260218258,1
823,2,0,51,5,0.0,1,0,0,25649.655705491343,1
732,0,0,44,7,0.0,1,1,1,117961.83694806027,1
754,1,0,37,7,130110.5576921237,2,0,0,54914.2983986766,1
750,2,1,46,0,0.0,1,1,0,5555.730825555389,1
732,0,0,42,9,123755.74151144552,2,0,0,171048.9551158956,1
669,1,0,49,8,97064.60430289413,1,1,0,75107.81927828491,1
663,0,0,53,3,82868.64117138412,1,0,0,196730.73909962442,1
718,0,0,55,3,44032.161618611186,1,0,0,65898.05236359476,1
577,1,0,50,5,113439.10549154173,1,1,0,196224.98193596298,1
801,2,0,54,8,64011.59129727418,2,0,0,184211.56076722502,1
593,1,0,52,3,164840.47286374928,1,0,0,141445.27831224675,1
588,0,0,63,8,106691.35366529922,2,1,0,107948.14177277155,1
538,1,0,48,3,120014.42019649762,1,0,0,83539.59999951087,1
586,0,0,53,1,131416.78746051012,1,0,0,10450.724103799974,1
653,0,0,45,5,0.0,1,1,0,12881.05665546087,1
619,0,0,43,3,133987.70942357398,1,1,0,34239.025441160506,1
681,0,0,43,5,118628.75194211047,1,0,0,5835.960172330894,1
537,0,0,28,4,121257.22878422769,1,1,0,164427.53180405096,1
564,2,0,42,1,0.0,1,1,1,83644.61809143997,1
526,1,0,44,1,126854.26064311517,1,1,0,139433.18322574595,1
706,1,1,61,5,112040.38212773218,1,0,0,34624.73186020769,1
660,1,1,57,2,0.0,1,1,0,177468.50473953367,1
588,0,0,60,5,52222.89559391971,1,1,0,82136.46154289797,1
620,1,0,33,4,0.0,1,0,0,52076.53413533826,1
539,1,1,60,3,119463.74732056016,1,0,0,43416.78646067949,1
709,1,0,44,6,135544.57053051054,2,1,0,152654.63763157118,1
730,0,0,53,7,110549.07400079403,1,0,0,51768.7296581947,1
529,1,1,55,7,104305.17783814741,1,0,0,55746.00786934717,1
418,2,0,33,5,145803.25500289042,2,0,0,100100.24805809159,1
555,1,1,45,3,98280.37021426468,1,0,0,197319.67945261401,1
842,1,0,49,2,109834.01833729834,2,0,0,12649.109197767015,1
651,0,0,40,1,164862.30635544087,2,1,0,26137.671080155575,1
683,0,0,36,2,0.0,1,1,0,35301.46264850601,1
542,0,1,46,6,0.0,1,0,0,190424.5354533983,1
779,1,1,56,6,99621.29312236403,1,0,0,87341.4171684993,1
550,0,0,48,5,0.0,1,0,0,194350.7611078256,1
475,1,1,36,1,0.0,1,0,1,179208.9630755518,1
610,1,0,37,6,96333.34883116954,1,0,0,139353.77266144744,1
784,1,0,42,9,113748.14740545081,1,0,0,139922.52767018022,1
753,0,0,51,4,127022.61915225175,1,1,0,195394.76263859242,1
484,0,0,55,8,0.0,3,0,0,62096.52725465244,1
747,0,0,36,4,129094.22864180856,1,0,0,45832.79126480136,1
647,1,0,58,5,116393.17882082508,1,1,0,154907.31749223397,1
418,1,0,47,7,95937.72068654031,1,0,0,137262.81176884953,1
677,1,1,33,5,136249.90696724554,1,1,0,83456.49131695062,1
547,0,1,42,3,89800.04498285337,2,0,0,85955.5206912572,1
747,0,0,44,7,0.0,1,1,0,25448.54320408582,1
629,1,0,46,3,0.0,1,0,1,152690.76812764604,1
675,1,0,43,6,138095.12940820737,1,1,0,114533.31312358913,1
462,0,0,45,3,0.0,1,1,0,161620.06808564783,1
642,1,0,45,8,112233.32440456391,1,1,0,162694.44855975686,1
469,0,0,40,7,107838.42100913823,1,1,0,128993.2822776706,1
656,1,0,40,1,125622.59890028597,1,1,0,151299.70836995533,1
646,1,0,46,2,0.0,1,1,0,182805.85775724746,1
605,0,0,38,9,138162.73694674176,1,1,0,141978.7635458564,1
660,0,0,41,4,144220.1595550541,1,1,0,195211.5383825789,1
501,0,1,43,4,0.0,3,1,0,171055.03987621074,1
657,0,0,35,2,0.0,1,0,0,100490.95028450913,1
576,1,0,43,5,115719.5922150969,1,1,0,110313.42555920471,1
648,2,1,49,5,64449.671681851265,1,0,0,188160.60967804285,1
559,0,0,47,2,115949.39508048294,2,1,0,119888.89913214675,1
742,1,0,37,6,130089.80327599388,1,0,0,15834.67804837028,1
787,0,0,53,1,158399.74836230936,1,1,0,5153.17398676575,1
664,0,0,36,4,205503.76038745223,1,1,0,133141.46492579288,1
666,0,1,59,2,0.0,1,0,0,195117.88613894716,1
534,0,1,39,5,82435.13563355821,1,0,0,87808.83189749283,1
604,1,0,34,5,113774.63481418412,1,1,0,197387.19759641364,1
673,1,0,31,3,0.0,1,1,0,121522.31952697907,1
546,1,1,50,4,129567.90524630623,1,1,0,165828.07658190335,1
706,0,0,43,7,0.0,1,1,0,184978.93428114848,1
566,0,0,37,6,147716.99325348513,1,0,0,168367.63176088617,1
642,0,1,43,5,0.0,1,0,0,128362.00803250329,1
584,0,0,51,4,128287.63965544023,1,1,0,165165.6647633842,1
638,1,0,39,5,40403.840906198006,1,1,0,96741.75238533973,1
698,0,0,47,4,88814.71974620377,1,0,0,32823.714151958426,1
559,0,0,46,4,0.0,1,0,0,172559.38849214927,1
788,1,0,32,8,154641.2344935361,1,0,1,88520.46342731563,1
818,1,1,50,5,109204.98760958062,1,0,0,24911.287789779784,1
616,0,0,44,3,0.0,1,1,0,133460.13244096976,1
617,0,1,48,8,144744.6847787517,1,1,0,191992.50735212694,1
677,0,0,43,3,0.0,2,1,0,115237.83338131144,1
596,1,0,51,5,133767.2386909605,1,1,0,122875.09020819071,1
673,0,0,46,7,0.0,1,0,0,163044.86502140472,1
571,1,0,44,6,136781.27026325537,1,1,0,131963.12875565555,1
655,0,0,45,7,137170.53724831375,1,1,0,115304.49902739946,1
783,0,1,31,4,147420.7171034632,1,1,0,60817.63715832546,1
750,0,1,56,4,85542.71466700245,1,1,0,73987.82919868454,1
602,0,0,37,3,0.0,1,1,0,92448.47193192481,1
684,1,0,50,9,97951.2841521681,1,1,0,75413.72795850424,1
755,1,1,48,8,102291.16025525978,1,0,0,87982.93862204478,1
660,0,0,46,2,142712.62106109742,1,1,0,195759.5993785849,1
553,0,0,70,6,0.0,1,0,0,130872.56978358248,1
588,0,0,55,9,128961.33504043976,1,1,0,196214.94601352845,1
688,1,0,40,8,130515.8145408567,1,1,0,59539.8113451294,1
670,1,1,43,4,151080.64523525452,3,0,0,108019.01528906726,1
568,0,0,48,4,0.0,1,1,0,100155.74874527106,1
732,1,0,36,1,128644.84483278927,1,0,1,7053.266433320881,1
719,1,0,60,5,142966.84310335445,1,0,0,5110.573046413195,1
563,1,1,49,4,116432.87822269608,1,0,0,60539.92181240036,1
483,0,1,44,6,156338.83783676298,1,1,0,72681.64476745825,1
623,1,0,34,6,127649.99540757923,1,1,0,61385.0450490937,1
705,0,0,46,3,141776.1382930238,3,1,0,157596.32934262874,1
639,1,0,27,6,136019.97345003087,2,0,0,170031.9870274192,1
695,1,0,34,4,51972.9008018428,1,1,0,18833.055323021763,1
594,0,1,52,4,102470.9822433567,1,0,0,177018.49120218554,1
706,0,0,45,7,54734.56811229347,2,0,0,94279.53547903062,1
614,0,0,54,2,116079.75657597947,2,1,0,4161.200603228645,1
510,1,0,31,0,113688.76912712198,1,1,0,33099.54421791516,1
640,0,0,62,4,0.0,1,1,0,28109.961687292827,1
647,1,0,56,0,132811.0683660769,1,0,0,5053.436823260375,1
612,0,0,37,6,0.0,1,1,0,26935.37423140024,1
618,0,0,42,1,0.0,3,0,0,111111.91808478496,1
609,2,0,45,3,0.0,1,0,0,38172.37922771216,1
721,0,0,43,2,102560.83419294424,1,1,1,35427.379230334795,1
535,1,0,32,0,114117.33617633826,1,1,0,33512.98895129341,1
828,1,1,20,4,124544.56069775544,1,0,0,179956.72551145384,1
795,0,1,51,7,156109.73653590571,1,0,0,25852.991996656565,1
571,0,0,53,8,96316.21129889031,1,0,0,51980.32696317103,1
724,0,0,43,6,160987.50789439748,1,1,0,90554.37992269165,1
641,1,0,40,4,115306.51649892102,1,1,0,45295.515455377375,1
679,0,0,40,2,147669.47237934152,1,0,0,95004.63047910838,1
604,1,0,41,8,114914.11318208266,1,1,0,137604.33429298387,1
648,0,0,42,2,0.0,1,1,0,79327.11120497016,1
751,1,0,30,7,141651.24349640508,1,1,0,141029.43118467883,1
726,0,0,37,7,0.0,1,1,0,191472.46340662925,1
662,2,0,41,4,0.0,3,0,0,188950.3780171227,1
601,1,1,47,8,108166.27166788297,1,0,0,157658.0525188813,1
650,1,0,42,5,0.0,1,1,0,25599.646406148997,1
670,1,1,52,4,111111.71260858541,1,1,0,50052.11124511249,1
670,1,0,44,6,115621.56060189084,1,0,0,74714.74799456469,1
627,1,1,26,4,102947.13340829335,1,1,0,56654.023012593985,1
630,1,1,39,9,131491.33772480127,3,0,0,6893.910755657104,1
700,1,0,42,0,119018.97707488785,1,1,0,181578.65431128576,1
561,0,0,40,6,177662.3113741361,1,1,0,64791.013932805115,1
664,0,0,48,5,127455.91123447276,2,1,0,108831.30025672722,1
491,1,0,45,7,143682.0128977273,2,1,0,141400.36993659433,1
819,1,0,54,6,131508.82851072855,1,1,0,170666.7717719342,1
413,1,0,47,7,96206.73059691001,1,0,0,137778.9466962831,1
683,0,0,48,3,0.0,1,0,0,143835.7125797447,1
447,1,0,24,6,169844.61588221267,1,0,0,136570.98600841672,1
531,0,0,43,3,116561.86007525175,2,0,0,55893.61430244155,1
631,1,0,50,5,133616.6002550524,1,0,0,93510.10907675237,1
678,0,1,45,5,0.0,1,1,0,83370.20774262231,1
652,1,1,43,6,142421.37265377774,3,1,0,189308.57801941145,1
649,1,1,45,3,0.0,1,0,0,175010.03989764297,1
688,1,0,40,4,94795.24276389356,1,1,0,116846.78172175658,1
558,0,0,36,8,0.0,1,1,0,146739.5056992312,1
658,1,0,46,6,141711.51309249492,1,0,0,50288.027875201864,1
581,1,0,49,8,136288.38039083357,1,1,0,132263.2393443548,1
685,1,1,55,3,110301.60261268965,1,0,0,159395.16119104862,1
515,0,1,40,6,125921.32133910718,1,0,0,65387.410668626,1
773,1,0,27,8,112413.550633499,1,1,0,119663.91702805927,1
598,1,0,27,5,108036.82922573626,1,0,1,162454.5533946955,1
760,2,0,54,4,0.0,1,1,0,160907.29098792817,1
656,0,1,49,6,192229.17125938856,1,0,0,193521.60319368326,1
674,1,0,40,4,116152.74599137342,1,1,0,44289.575857898955,1
681,1,0,48,7,142944.9357501018,1,0,0,187247.67029908358,1
841,1,0,47,7,0.0,1,0,0,25889.06989745473,1
493,1,1,50,4,65023.92856477259,1,1,1,72363.48024185681,1
590,0,0,42,1,0.0,1,1,1,133530.7997453033,1
538,0,0,36,3,80762.64235038808,1,0,0,173588.83538759456,1
614,0,0,46,1,119252.77605418686,1,1,0,79551.14946793267,1
698,2,0,39,4,204715.6225838479,1,0,0,173263.09958405455,1
784,1,0,43,6,104372.86871324816,1,0,0,59719.47519945726,1
679,0,0,50,5,152667.68043678303,1,0,0,120934.02778368787,1
493,0,0,38,1,0.0,2,1,0,171126.4183790907,1
684,1,0,52,4,100090.35176880826,1,0,1,148839.76266806884,1
652,1,0,48,4,0.0,2,1,0,74543.16489796937,1
579,0,1,37,6,86082.02066038623,2,1,0,86389.09364613016,1
687,0,0,56,2,104157.6087035404,1,1,0,61995.7335915255,1
644,0,0,46,8,95512.9274787611,1,0,0,108953.9140942555,1
636,0,0,43,8,0.0,1,0,0,126412.79663833491,1
688,1,0,47,1,109305.4535882728,1,0,0,187389.67963642513,1
709,0,1,44,2,0.0,1,0,0,152383.23533296224,1
699,1,0,52,6,0.0,1,1,0,109822.89808853595,1
791,0,0,42,6,143002.6390740332,1,1,0,89474.31867644537,1
706,1,0,35,5,131455.5296496474,3,1,0,27949.603357857657,1
643,1,0,54,8,137141.41357270823,1,1,0,131235.4943391182,1
775,0,0,37,7,141916.70645672543,2,0,0,68649.75657884585,1
552,1,0,46,2,0.0,1,0,0,197781.6987146866,1
571,1,0,42,3,0.0,1,1,0,66177.75082255833,1
632,1,1,49,2,113149.81309224684,1,1,0,34463.256091027004,1
499,0,1,29,6,0.0,1,0,0,198275.95976325244,1
763,0,0,41,7,0.0,1,1,0,19891.963585468224,1
606,0,0,46,5,149618.6290452925,1,1,0,120644.302279488,1
650,1,0,46,6,137165.13239373747,1,0,0,115209.12450481969,1
767,0,1,51,4,114406.15285581141,1,1,0,154697.3465769739,1
653,0,0,47,4,0.0,1,0,1,93753.79033515164,1
736,1,0,34,7,125681.70614876824,2,0,0,54099.80640868572,1
574,1,0,34,6,116715.9909534731,1,1,0,118172.96132160576,1
586,0,0,44,4,117232.95003996593,3,0,0,5318.391065196899,1
709,0,1,52,8,127254.77179893009,3,0,0,8477.626685388068,1
550,0,0,52,3,136982.16503036197,1,1,1,68148.27691164598,1
641,0,0,47,5,137572.1307952977,1,1,0,130596.31518886384,1
504,1,0,50,6,0.0,1,0,0,73363.0674297729,1
554,1,0,40,6,104670.84894533585,1,1,0,46762.13094186362,1
625,1,0,37,2,140661.2517955173,1,1,0,162496.3767319563,1
693,0,0,52,6,147906.00279175062,1,0,0,156153.53500330079,1
483,1,0,35,4,138785.7195004373,1,1,0,47331.08233039197,1
669,0,1,29,4,0.0,1,0,0,76828.20952947484,1
624,0,0,50,9,0.0,2,0,0,103358.84118713485,1
691,1,0,41,7,109275.7968330935,2,1,1,148867.11299241468,1
476,0,1,46,4,0.0,1,1,0,129732.40332578681,1
824,1,0,36,6,143742.23253413438,1,1,0,22170.628286541178,1
694,0,0,56,6,101256.15803263566,1,0,0,177432.14460079084,1
500,0,0,40,8,108004.58433942273,1,1,0,128318.67102308157,1
727,1,0,28,2,84398.10785020543,2,0,0,15089.345627318387,1
574,1,0,40,6,130430.84533317963,1,1,0,9740.216065711349,1
559,0,0,56,4,106250.36541418826,2,1,1,121588.25169185155,1
700,1,1,38,6,130129.17772793342,1,0,0,76177.77350480735,1
650,2,0,33,4,0.0,1,0,0,67525.1053445188,1
697,0,0,44,5,117384.92232441089,1,0,0,148625.3520112458,1
597,1,0,37,5,172464.58602880963,1,1,0,189699.0882616441,1
650,0,0,41,6,65601.80385234808,1,0,0,136046.26795792492,1
507,0,0,56,6,0.0,1,0,0,194450.72854709398,1
396,0,0,42,6,0.0,1,1,0,77775.6922894108,1
